DateKey,Date,Day,Month,MonthShort,MonthN0,Quarter,Year,Semester
20191231,12/31/2019,Tuesday,December,Dec,12,4,2019,2
20200101,1/1/2020,Wednesday,January,Jan,1,1,2020,1
20200102,1/2/2020,Thursday,January,Jan,1,1,2020,1
20200103,1/3/2020,Friday,January,Jan,1,1,2020,1
20200104,1/4/2020,Saturday,January,Jan,1,1,2020,1
20200105,1/5/2020,Sunday,January,Jan,1,1,2020,1
20200106,1/6/2020,Monday,January,Jan,1,1,2020,1
20200107,1/7/2020,Tuesday,January,Jan,1,1,2020,1
20200108,1/8/2020,Wednesday,January,Jan,1,1,2020,1
20200109,1/9/2020,Thursday,January,Jan,1,1,2020,1
20200110,1/10/2020,Friday,January,Jan,1,1,2020,1
20200111,1/11/2020,Saturday,January,Jan,1,1,2020,1
20200112,1/12/2020,Sunday,January,Jan,1,1,2020,1
20200113,1/13/2020,Monday,January,Jan,1,1,2020,1
20200114,1/14/2020,Tuesday,January,Jan,1,1,2020,1
20200115,1/15/2020,Wednesday,January,Jan,1,1,2020,1
20200116,1/16/2020,Thursday,January,Jan,1,1,2020,1
20200117,1/17/2020,Friday,January,Jan,1,1,2020,1
20200118,1/18/2020,Saturday,January,Jan,1,1,2020,1
20200119,1/19/2020,Sunday,January,Jan,1,1,2020,1
20200120,1/20/2020,Monday,January,Jan,1,1,2020,1
20200121,1/21/2020,Tuesday,January,Jan,1,1,2020,1
20200122,1/22/2020,Wednesday,January,Jan,1,1,2020,1
20200123,1/23/2020,Thursday,January,Jan,1,1,2020,1
20200124,1/24/2020,Friday,January,Jan,1,1,2020,1
20200125,1/25/2020,Saturday,January,Jan,1,1,2020,1
20200126,1/26/2020,Sunday,January,Jan,1,1,2020,1
20200127,1/27/2020,Monday,January,Jan,1,1,2020,1
20200128,1/28/2020,Tuesday,January,Jan,1,1,2020,1
20200129,1/29/2020,Wednesday,January,Jan,1,1,2020,1
20200130,1/30/2020,Thursday,January,Jan,1,1,2020,1
20200131,1/31/2020,Friday,January,Jan,1,1,2020,1
20200201,2/1/2020,Saturday,February,Feb,2,1,2020,1
20200202,2/2/2020,Sunday,February,Feb,2,1,2020,1
20200203,2/3/2020,Monday,February,Feb,2,1,2020,1
20200204,2/4/2020,Tuesday,February,Feb,2,1,2020,1
20200205,2/5/2020,Wednesday,February,Feb,2,1,2020,1
20200206,2/6/2020,Thursday,February,Feb,2,1,2020,1
20200207,2/7/2020,Friday,February,Feb,2,1,2020,1
20200208,2/8/2020,Saturday,February,Feb,2,1,2020,1
20200209,2/9/2020,Sunday,February,Feb,2,1,2020,1
20200210,2/10/2020,Monday,February,Feb,2,1,2020,1
20200211,2/11/2020,Tuesday,February,Feb,2,1,2020,1
20200212,2/12/2020,Wednesday,February,Feb,2,1,2020,1
20200213,2/13/2020,Thursday,February,Feb,2,1,2020,1
20200214,2/14/2020,Friday,February,Feb,2,1,2020,1
20200215,2/15/2020,Saturday,February,Feb,2,1,2020,1
20200216,2/16/2020,Sunday,February,Feb,2,1,2020,1
20200217,2/17/2020,Monday,February,Feb,2,1,2020,1
20200218,2/18/2020,Tuesday,February,Feb,2,1,2020,1
20200219,2/19/2020,Wednesday,February,Feb,2,1,2020,1
20200220,2/20/2020,Thursday,February,Feb,2,1,2020,1
20200221,2/21/2020,Friday,February,Feb,2,1,2020,1
20200222,2/22/2020,Saturday,February,Feb,2,1,2020,1
20200223,2/23/2020,Sunday,February,Feb,2,1,2020,1
20200224,2/24/2020,Monday,February,Feb,2,1,2020,1
20200225,2/25/2020,Tuesday,February,Feb,2,1,2020,1
20200226,2/26/2020,Wednesday,February,Feb,2,1,2020,1
20200227,2/27/2020,Thursday,February,Feb,2,1,2020,1
20200228,2/28/2020,Friday,February,Feb,2,1,2020,1
20200229,2/29/2020,Saturday,February,Feb,2,1,2020,1
20200301,3/1/2020,Sunday,March,Mar,3,1,2020,1
20200302,3/2/2020,Monday,March,Mar,3,1,2020,1
20200303,3/3/2020,Tuesday,March,Mar,3,1,2020,1
20200304,3/4/2020,Wednesday,March,Mar,3,1,2020,1
20200305,3/5/2020,Thursday,March,Mar,3,1,2020,1
20200306,3/6/2020,Friday,March,Mar,3,1,2020,1
20200307,3/7/2020,Saturday,March,Mar,3,1,2020,1
20200308,3/8/2020,Sunday,March,Mar,3,1,2020,1
20200309,3/9/2020,Monday,March,Mar,3,1,2020,1
20200310,3/10/2020,Tuesday,March,Mar,3,1,2020,1
20200311,3/11/2020,Wednesday,March,Mar,3,1,2020,1
20200312,3/12/2020,Thursday,March,Mar,3,1,2020,1
20200313,3/13/2020,Friday,March,Mar,3,1,2020,1
20200314,3/14/2020,Saturday,March,Mar,3,1,2020,1
20200315,3/15/2020,Sunday,March,Mar,3,1,2020,1
20200316,3/16/2020,Monday,March,Mar,3,1,2020,1
20200317,3/17/2020,Tuesday,March,Mar,3,1,2020,1
20200318,3/18/2020,Wednesday,March,Mar,3,1,2020,1
20200319,3/19/2020,Thursday,March,Mar,3,1,2020,1
20200320,3/20/2020,Friday,March,Mar,3,1,2020,1
20200321,3/21/2020,Saturday,March,Mar,3,1,2020,1
20200322,3/22/2020,Sunday,March,Mar,3,1,2020,1
20200323,3/23/2020,Monday,March,Mar,3,1,2020,1
20200324,3/24/2020,Tuesday,March,Mar,3,1,2020,1
20200325,3/25/2020,Wednesday,March,Mar,3,1,2020,1
20200326,3/26/2020,Thursday,March,Mar,3,1,2020,1
20200327,3/27/2020,Friday,March,Mar,3,1,2020,1
20200328,3/28/2020,Saturday,March,Mar,3,1,2020,1
20200329,3/29/2020,Sunday,March,Mar,3,1,2020,1
20200330,3/30/2020,Monday,March,Mar,3,1,2020,1
20200331,3/31/2020,Tuesday,March,Mar,3,1,2020,1
20200401,4/1/2020,Wednesday,April,Apr,4,2,2020,1
20200402,4/2/2020,Thursday,April,Apr,4,2,2020,1
20200403,4/3/2020,Friday,April,Apr,4,2,2020,1
20200404,4/4/2020,Saturday,April,Apr,4,2,2020,1
20200405,4/5/2020,Sunday,April,Apr,4,2,2020,1
20200406,4/6/2020,Monday,April,Apr,4,2,2020,1
20200407,4/7/2020,Tuesday,April,Apr,4,2,2020,1
20200408,4/8/2020,Wednesday,April,Apr,4,2,2020,1
20200409,4/9/2020,Thursday,April,Apr,4,2,2020,1
20200410,4/10/2020,Friday,April,Apr,4,2,2020,1
20200411,4/11/2020,Saturday,April,Apr,4,2,2020,1
20200412,4/12/2020,Sunday,April,Apr,4,2,2020,1
20200413,4/13/2020,Monday,April,Apr,4,2,2020,1
20200414,4/14/2020,Tuesday,April,Apr,4,2,2020,1
20200415,4/15/2020,Wednesday,April,Apr,4,2,2020,1
20200416,4/16/2020,Thursday,April,Apr,4,2,2020,1
20200417,4/17/2020,Friday,April,Apr,4,2,2020,1
20200418,4/18/2020,Saturday,April,Apr,4,2,2020,1
20200419,4/19/2020,Sunday,April,Apr,4,2,2020,1
20200420,4/20/2020,Monday,April,Apr,4,2,2020,1
20200421,4/21/2020,Tuesday,April,Apr,4,2,2020,1
20200422,4/22/2020,Wednesday,April,Apr,4,2,2020,1
20200423,4/23/2020,Thursday,April,Apr,4,2,2020,1
20200424,4/24/2020,Friday,April,Apr,4,2,2020,1
20200425,4/25/2020,Saturday,April,Apr,4,2,2020,1
20200426,4/26/2020,Sunday,April,Apr,4,2,2020,1
20200427,4/27/2020,Monday,April,Apr,4,2,2020,1
20200428,4/28/2020,Tuesday,April,Apr,4,2,2020,1
20200429,4/29/2020,Wednesday,April,Apr,4,2,2020,1
20200430,4/30/2020,Thursday,April,Apr,4,2,2020,1
20200501,5/1/2020,Friday,May,May,5,2,2020,1
20200502,5/2/2020,Saturday,May,May,5,2,2020,1
20200503,5/3/2020,Sunday,May,May,5,2,2020,1
20200504,5/4/2020,Monday,May,May,5,2,2020,1
20200505,5/5/2020,Tuesday,May,May,5,2,2020,1
20200506,5/6/2020,Wednesday,May,May,5,2,2020,1
20200507,5/7/2020,Thursday,May,May,5,2,2020,1
20200508,5/8/2020,Friday,May,May,5,2,2020,1
20200509,5/9/2020,Saturday,May,May,5,2,2020,1
20200510,5/10/2020,Sunday,May,May,5,2,2020,1
20200511,5/11/2020,Monday,May,May,5,2,2020,1
20200512,5/12/2020,Tuesday,May,May,5,2,2020,1
20200513,5/13/2020,Wednesday,May,May,5,2,2020,1
20200514,5/14/2020,Thursday,May,May,5,2,2020,1
20200515,5/15/2020,Friday,May,May,5,2,2020,1
20200516,5/16/2020,Saturday,May,May,5,2,2020,1
20200517,5/17/2020,Sunday,May,May,5,2,2020,1
20200518,5/18/2020,Monday,May,May,5,2,2020,1
20200519,5/19/2020,Tuesday,May,May,5,2,2020,1
20200520,5/20/2020,Wednesday,May,May,5,2,2020,1
20200521,5/21/2020,Thursday,May,May,5,2,2020,1
20200522,5/22/2020,Friday,May,May,5,2,2020,1
20200523,5/23/2020,Saturday,May,May,5,2,2020,1
20200524,5/24/2020,Sunday,May,May,5,2,2020,1
20200525,5/25/2020,Monday,May,May,5,2,2020,1
20200526,5/26/2020,Tuesday,May,May,5,2,2020,1
20200527,5/27/2020,Wednesday,May,May,5,2,2020,1
20200528,5/28/2020,Thursday,May,May,5,2,2020,1
20200529,5/29/2020,Friday,May,May,5,2,2020,1
20200530,5/30/2020,Saturday,May,May,5,2,2020,1
20200531,5/31/2020,Sunday,May,May,5,2,2020,1
20200601,6/1/2020,Monday,June,Jun,6,2,2020,1
20200602,6/2/2020,Tuesday,June,Jun,6,2,2020,1
20200603,6/3/2020,Wednesday,June,Jun,6,2,2020,1
20200604,6/4/2020,Thursday,June,Jun,6,2,2020,1
20200605,6/5/2020,Friday,June,Jun,6,2,2020,1
20200606,6/6/2020,Saturday,June,Jun,6,2,2020,1
20200607,6/7/2020,Sunday,June,Jun,6,2,2020,1
20200608,6/8/2020,Monday,June,Jun,6,2,2020,1
20200609,6/9/2020,Tuesday,June,Jun,6,2,2020,1
20200610,6/10/2020,Wednesday,June,Jun,6,2,2020,1
20200611,6/11/2020,Thursday,June,Jun,6,2,2020,1
20200612,6/12/2020,Friday,June,Jun,6,2,2020,1
20200613,6/13/2020,Saturday,June,Jun,6,2,2020,1
20200614,6/14/2020,Sunday,June,Jun,6,2,2020,1
20200615,6/15/2020,Monday,June,Jun,6,2,2020,1
20200616,6/16/2020,Tuesday,June,Jun,6,2,2020,1
20200617,6/17/2020,Wednesday,June,Jun,6,2,2020,1
20200618,6/18/2020,Thursday,June,Jun,6,2,2020,1
20200619,6/19/2020,Friday,June,Jun,6,2,2020,1
20200620,6/20/2020,Saturday,June,Jun,6,2,2020,1
20200621,6/21/2020,Sunday,June,Jun,6,2,2020,1
20200622,6/22/2020,Monday,June,Jun,6,2,2020,1
20200623,6/23/2020,Tuesday,June,Jun,6,2,2020,1
20200624,6/24/2020,Wednesday,June,Jun,6,2,2020,1
20200625,6/25/2020,Thursday,June,Jun,6,2,2020,1
20200626,6/26/2020,Friday,June,Jun,6,2,2020,1
20200627,6/27/2020,Saturday,June,Jun,6,2,2020,1
20200628,6/28/2020,Sunday,June,Jun,6,2,2020,1
20200629,6/29/2020,Monday,June,Jun,6,2,2020,1
20200630,6/30/2020,Tuesday,June,Jun,6,2,2020,1
20200701,7/1/2020,Wednesday,July,Jul,7,3,2020,2
20200702,7/2/2020,Thursday,July,Jul,7,3,2020,2
20200703,7/3/2020,Friday,July,Jul,7,3,2020,2
20200704,7/4/2020,Saturday,July,Jul,7,3,2020,2
20200705,7/5/2020,Sunday,July,Jul,7,3,2020,2
20200706,7/6/2020,Monday,July,Jul,7,3,2020,2
20200707,7/7/2020,Tuesday,July,Jul,7,3,2020,2
20200708,7/8/2020,Wednesday,July,Jul,7,3,2020,2
20200709,7/9/2020,Thursday,July,Jul,7,3,2020,2
20200710,7/10/2020,Friday,July,Jul,7,3,2020,2
20200711,7/11/2020,Saturday,July,Jul,7,3,2020,2
20200712,7/12/2020,Sunday,July,Jul,7,3,2020,2
20200713,7/13/2020,Monday,July,Jul,7,3,2020,2
20200714,7/14/2020,Tuesday,July,Jul,7,3,2020,2
20200715,7/15/2020,Wednesday,July,Jul,7,3,2020,2
20200716,7/16/2020,Thursday,July,Jul,7,3,2020,2
20200717,7/17/2020,Friday,July,Jul,7,3,2020,2
20200718,7/18/2020,Saturday,July,Jul,7,3,2020,2
20200719,7/19/2020,Sunday,July,Jul,7,3,2020,2
20200720,7/20/2020,Monday,July,Jul,7,3,2020,2
20200721,7/21/2020,Tuesday,July,Jul,7,3,2020,2
20200722,7/22/2020,Wednesday,July,Jul,7,3,2020,2
20200723,7/23/2020,Thursday,July,Jul,7,3,2020,2
20200724,7/24/2020,Friday,July,Jul,7,3,2020,2
20200725,7/25/2020,Saturday,July,Jul,7,3,2020,2
20200726,7/26/2020,Sunday,July,Jul,7,3,2020,2
20200727,7/27/2020,Monday,July,Jul,7,3,2020,2
20200728,7/28/2020,Tuesday,July,Jul,7,3,2020,2
20200729,7/29/2020,Wednesday,July,Jul,7,3,2020,2
20200730,7/30/2020,Thursday,July,Jul,7,3,2020,2
20200731,7/31/2020,Friday,July,Jul,7,3,2020,2
20200801,8/1/2020,Saturday,August,Aug,8,3,2020,2
20200802,8/2/2020,Sunday,August,Aug,8,3,2020,2
20200803,8/3/2020,Monday,August,Aug,8,3,2020,2
20200804,8/4/2020,Tuesday,August,Aug,8,3,2020,2
20200805,8/5/2020,Wednesday,August,Aug,8,3,2020,2
20200806,8/6/2020,Thursday,August,Aug,8,3,2020,2
20200807,8/7/2020,Friday,August,Aug,8,3,2020,2
20200808,8/8/2020,Saturday,August,Aug,8,3,2020,2
20200809,8/9/2020,Sunday,August,Aug,8,3,2020,2
20200810,8/10/2020,Monday,August,Aug,8,3,2020,2
20200811,8/11/2020,Tuesday,August,Aug,8,3,2020,2
20200812,8/12/2020,Wednesday,August,Aug,8,3,2020,2
20200813,8/13/2020,Thursday,August,Aug,8,3,2020,2
20200814,8/14/2020,Friday,August,Aug,8,3,2020,2
20200815,8/15/2020,Saturday,August,Aug,8,3,2020,2
20200816,8/16/2020,Sunday,August,Aug,8,3,2020,2
20200817,8/17/2020,Monday,August,Aug,8,3,2020,2
20200818,8/18/2020,Tuesday,August,Aug,8,3,2020,2
20200819,8/19/2020,Wednesday,August,Aug,8,3,2020,2
20200820,8/20/2020,Thursday,August,Aug,8,3,2020,2
20200821,8/21/2020,Friday,August,Aug,8,3,2020,2
20200822,8/22/2020,Saturday,August,Aug,8,3,2020,2
20200823,8/23/2020,Sunday,August,Aug,8,3,2020,2
20200824,8/24/2020,Monday,August,Aug,8,3,2020,2
20200825,8/25/2020,Tuesday,August,Aug,8,3,2020,2
20200826,8/26/2020,Wednesday,August,Aug,8,3,2020,2
20200827,8/27/2020,Thursday,August,Aug,8,3,2020,2
20200828,8/28/2020,Friday,August,Aug,8,3,2020,2
20200829,8/29/2020,Saturday,August,Aug,8,3,2020,2
20200830,8/30/2020,Sunday,August,Aug,8,3,2020,2
20200831,8/31/2020,Monday,August,Aug,8,3,2020,2
20200901,9/1/2020,Tuesday,September,Sep,9,3,2020,2
20200902,9/2/2020,Wednesday,September,Sep,9,3,2020,2
20200903,9/3/2020,Thursday,September,Sep,9,3,2020,2
20200904,9/4/2020,Friday,September,Sep,9,3,2020,2
20200905,9/5/2020,Saturday,September,Sep,9,3,2020,2
20200906,9/6/2020,Sunday,September,Sep,9,3,2020,2
20200907,9/7/2020,Monday,September,Sep,9,3,2020,2
20200908,9/8/2020,Tuesday,September,Sep,9,3,2020,2
20200909,9/9/2020,Wednesday,September,Sep,9,3,2020,2
20200910,9/10/2020,Thursday,September,Sep,9,3,2020,2
20200911,9/11/2020,Friday,September,Sep,9,3,2020,2
20200912,9/12/2020,Saturday,September,Sep,9,3,2020,2
20200913,9/13/2020,Sunday,September,Sep,9,3,2020,2
20200914,9/14/2020,Monday,September,Sep,9,3,2020,2
20200915,9/15/2020,Tuesday,September,Sep,9,3,2020,2
20200916,9/16/2020,Wednesday,September,Sep,9,3,2020,2
20200917,9/17/2020,Thursday,September,Sep,9,3,2020,2
20200918,9/18/2020,Friday,September,Sep,9,3,2020,2
20200919,9/19/2020,Saturday,September,Sep,9,3,2020,2
20200920,9/20/2020,Sunday,September,Sep,9,3,2020,2
20200921,9/21/2020,Monday,September,Sep,9,3,2020,2
20200922,9/22/2020,Tuesday,September,Sep,9,3,2020,2
20200923,9/23/2020,Wednesday,September,Sep,9,3,2020,2
20200924,9/24/2020,Thursday,September,Sep,9,3,2020,2
20200925,9/25/2020,Friday,September,Sep,9,3,2020,2
20200926,9/26/2020,Saturday,September,Sep,9,3,2020,2
20200927,9/27/2020,Sunday,September,Sep,9,3,2020,2
20200928,9/28/2020,Monday,September,Sep,9,3,2020,2
20200929,9/29/2020,Tuesday,September,Sep,9,3,2020,2
20200930,9/30/2020,Wednesday,September,Sep,9,3,2020,2
20201001,10/1/2020,Thursday,October,Oct,10,4,2020,2
20201002,10/2/2020,Friday,October,Oct,10,4,2020,2
20201003,10/3/2020,Saturday,October,Oct,10,4,2020,2
20201004,10/4/2020,Sunday,October,Oct,10,4,2020,2
20201005,10/5/2020,Monday,October,Oct,10,4,2020,2
20201006,10/6/2020,Tuesday,October,Oct,10,4,2020,2
20201007,10/7/2020,Wednesday,October,Oct,10,4,2020,2
20201008,10/8/2020,Thursday,October,Oct,10,4,2020,2
20201009,10/9/2020,Friday,October,Oct,10,4,2020,2
20201010,10/10/2020,Saturday,October,Oct,10,4,2020,2
20201011,10/11/2020,Sunday,October,Oct,10,4,2020,2
20201012,10/12/2020,Monday,October,Oct,10,4,2020,2
20201013,10/13/2020,Tuesday,October,Oct,10,4,2020,2
20201014,10/14/2020,Wednesday,October,Oct,10,4,2020,2
20201015,10/15/2020,Thursday,October,Oct,10,4,2020,2
20201016,10/16/2020,Friday,October,Oct,10,4,2020,2
20201017,10/17/2020,Saturday,October,Oct,10,4,2020,2
20201018,10/18/2020,Sunday,October,Oct,10,4,2020,2
20201019,10/19/2020,Monday,October,Oct,10,4,2020,2
20201020,10/20/2020,Tuesday,October,Oct,10,4,2020,2
20201021,10/21/2020,Wednesday,October,Oct,10,4,2020,2
20201022,10/22/2020,Thursday,October,Oct,10,4,2020,2
20201023,10/23/2020,Friday,October,Oct,10,4,2020,2
20201024,10/24/2020,Saturday,October,Oct,10,4,2020,2
20201025,10/25/2020,Sunday,October,Oct,10,4,2020,2
20201026,10/26/2020,Monday,October,Oct,10,4,2020,2
20201027,10/27/2020,Tuesday,October,Oct,10,4,2020,2
20201028,10/28/2020,Wednesday,October,Oct,10,4,2020,2
20201029,10/29/2020,Thursday,October,Oct,10,4,2020,2
20201030,10/30/2020,Friday,October,Oct,10,4,2020,2
20201031,10/31/2020,Saturday,October,Oct,10,4,2020,2
20201101,11/1/2020,Sunday,November,Nov,11,4,2020,2
20201102,11/2/2020,Monday,November,Nov,11,4,2020,2
20201103,11/3/2020,Tuesday,November,Nov,11,4,2020,2
20201104,11/4/2020,Wednesday,November,Nov,11,4,2020,2
20201105,11/5/2020,Thursday,November,Nov,11,4,2020,2
20201106,11/6/2020,Friday,November,Nov,11,4,2020,2
20201107,11/7/2020,Saturday,November,Nov,11,4,2020,2
20201108,11/8/2020,Sunday,November,Nov,11,4,2020,2
20201109,11/9/2020,Monday,November,Nov,11,4,2020,2
20201110,11/10/2020,Tuesday,November,Nov,11,4,2020,2
20201111,11/11/2020,Wednesday,November,Nov,11,4,2020,2
20201112,11/12/2020,Thursday,November,Nov,11,4,2020,2
20201113,11/13/2020,Friday,November,Nov,11,4,2020,2
20201114,11/14/2020,Saturday,November,Nov,11,4,2020,2
20201115,11/15/2020,Sunday,November,Nov,11,4,2020,2
20201116,11/16/2020,Monday,November,Nov,11,4,2020,2
20201117,11/17/2020,Tuesday,November,Nov,11,4,2020,2
20201118,11/18/2020,Wednesday,November,Nov,11,4,2020,2
20201119,11/19/2020,Thursday,November,Nov,11,4,2020,2
20201120,11/20/2020,Friday,November,Nov,11,4,2020,2
20201121,11/21/2020,Saturday,November,Nov,11,4,2020,2
20201122,11/22/2020,Sunday,November,Nov,11,4,2020,2
20201123,11/23/2020,Monday,November,Nov,11,4,2020,2
20201124,11/24/2020,Tuesday,November,Nov,11,4,2020,2
20201125,11/25/2020,Wednesday,November,Nov,11,4,2020,2
20201126,11/26/2020,Thursday,November,Nov,11,4,2020,2
20201127,11/27/2020,Friday,November,Nov,11,4,2020,2
20201128,11/28/2020,Saturday,November,Nov,11,4,2020,2
20201129,11/29/2020,Sunday,November,Nov,11,4,2020,2
20201130,11/30/2020,Monday,November,Nov,11,4,2020,2
20201201,12/1/2020,Tuesday,December,Dec,12,4,2020,2
20201202,12/2/2020,Wednesday,December,Dec,12,4,2020,2
20201203,12/3/2020,Thursday,December,Dec,12,4,2020,2
20201204,12/4/2020,Friday,December,Dec,12,4,2020,2
20201205,12/5/2020,Saturday,December,Dec,12,4,2020,2
20201206,12/6/2020,Sunday,December,Dec,12,4,2020,2
20201207,12/7/2020,Monday,December,Dec,12,4,2020,2
20201208,12/8/2020,Tuesday,December,Dec,12,4,2020,2
20201209,12/9/2020,Wednesday,December,Dec,12,4,2020,2
20201210,12/10/2020,Thursday,December,Dec,12,4,2020,2
20201211,12/11/2020,Friday,December,Dec,12,4,2020,2
20201212,12/12/2020,Saturday,December,Dec,12,4,2020,2
20201213,12/13/2020,Sunday,December,Dec,12,4,2020,2
20201214,12/14/2020,Monday,December,Dec,12,4,2020,2
20201215,12/15/2020,Tuesday,December,Dec,12,4,2020,2
20201216,12/16/2020,Wednesday,December,Dec,12,4,2020,2
20201217,12/17/2020,Thursday,December,Dec,12,4,2020,2
20201218,12/18/2020,Friday,December,Dec,12,4,2020,2
20201219,12/19/2020,Saturday,December,Dec,12,4,2020,2
20201220,12/20/2020,Sunday,December,Dec,12,4,2020,2
20201221,12/21/2020,Monday,December,Dec,12,4,2020,2
20201222,12/22/2020,Tuesday,December,Dec,12,4,2020,2
20201223,12/23/2020,Wednesday,December,Dec,12,4,2020,2
20201224,12/24/2020,Thursday,December,Dec,12,4,2020,2
20201225,12/25/2020,Friday,December,Dec,12,4,2020,2
20201226,12/26/2020,Saturday,December,Dec,12,4,2020,2
20201227,12/27/2020,Sunday,December,Dec,12,4,2020,2
20201228,12/28/2020,Monday,December,Dec,12,4,2020,2
20201229,12/29/2020,Tuesday,December,Dec,12,4,2020,2
